TOA5	CR300Series	CR300	1475	CR300.Std.02.00	CPU:ottpls_cr300.CR300	7395	Table1
TIMESTAMP	RECORD	Water_Level_cm	Water_Temp_C				
TS	RN	centimeter	degrees Celsius				
		Smp	Smp				
07/10/2022 2:30	1464	NAN	3.918				
07/10/2022 3:00	1465	NAN	3.918				
07/10/2022 3:30	1466	NAN	3.918				
07/10/2022 4:00	1467	NAN	3.918				
07/10/2022 4:30	1468	NAN	3.918				
07/10/2022 5:00	1469	NAN	3.918				
07/10/2022 5:30	1470	NAN	3.918				
07/10/2022 6:00	1471	NAN	3.918				
07/10/2022 6:30	1472	NAN	3.918				
07/10/2022 7:00	1473	NAN	3.918				
07/10/2022 7:30	1474	NAN	3.918				
07/10/2022 8:00	1475	NAN	3.918				
07/10/2022 8:30	1476	NAN	3.918				
07/10/2022 9:00	1477	NAN	3.918				
07/10/2022 9:30	1478	NAN	3.918				
07/10/2022 10:00	1479	NAN	3.918				
07/10/2022 10:30	1480	NAN	3.918				
07/10/2022 11:00	1481	NAN	3.918				
07/10/2022 11:30	1482	NAN	3.918				
07/10/2022 12:00	1483	NAN	3.918				
07/10/2022 12:30	1484	NAN	3.918				
07/10/2022 13:00	1485	NAN	3.918				
07/10/2022 13:30	1486	NAN	3.918				
07/10/2022 14:00	1487	NAN	3.918				
07/10/2022 14:30	1488	NAN	3.918				
07/10/2022 15:00	1489	NAN	3.918				
07/10/2022 15:30	1490	NAN	3.918				
07/10/2022 16:00	1491	NAN	3.918				
07/10/2022 16:30	1492	NAN	3.918				
07/10/2022 17:00	1493	NAN	3.918				
07/10/2022 17:30	1494	NAN	3.918				
07/10/2022 18:00	1495	NAN	3.918				
07/10/2022 18:30	1496	NAN	3.918				
07/10/2022 19:00	1497	NAN	3.918				
07/10/2022 19:30	1498	NAN	3.918				
07/10/2022 20:00	1499	NAN	3.918				
07/10/2022 20:30	1500	NAN	3.918				
07/10/2022 21:00	1501	NAN	3.918				
07/10/2022 21:30	1502	NAN	3.918				
07/10/2022 22:00	1503	NAN	3.918				
07/10/2022 22:30	1504	NAN	3.918				
07/10/2022 23:00	1505	NAN	3.918				
07/10/2022 23:30	1506	NAN	3.918				
08/10/2022 0:00	1507	NAN	3.918				
08/10/2022 0:30	1508	NAN	3.918				
08/10/2022 1:00	1509	NAN	3.918				
08/10/2022 1:30	1510	NAN	3.918				
08/10/2022 2:00	1511	NAN	3.918				
08/10/2022 2:30	1512	NAN	3.918				
08/10/2022 3:00	1513	NAN	3.918				
08/10/2022 3:30	1514	NAN	3.918				
08/10/2022 4:00	1515	NAN	3.918				
08/10/2022 4:30	1516	NAN	3.918				
08/10/2022 5:00	1517	NAN	3.918				
08/10/2022 5:30	1518	NAN	3.918				
08/10/2022 6:00	1519	NAN	3.918				
08/10/2022 6:30	1520	NAN	3.918				
08/10/2022 7:00	1521	NAN	3.918				
08/10/2022 7:30	1522	NAN	3.918				
08/10/2022 8:00	1523	NAN	3.918				
08/10/2022 8:30	1524	NAN	3.918				
08/10/2022 9:00	1525	NAN	3.918				
08/10/2022 9:30	1526	NAN	3.918				
08/10/2022 10:00	1527	NAN	3.918				
08/10/2022 10:30	1528	NAN	3.918				
08/10/2022 11:00	1529	NAN	3.918				
08/10/2022 11:30	1530	NAN	3.918				
08/10/2022 12:00	1531	NAN	3.918				
08/10/2022 12:30	1532	NAN	3.918				
08/10/2022 13:00	1533	NAN	3.918				
08/10/2022 13:30	1534	NAN	3.918				
08/10/2022 14:00	1535	NAN	3.918				
08/10/2022 14:30	1536	NAN	3.918				
08/10/2022 15:00	1537	NAN	3.918				
08/10/2022 15:30	1538	NAN	3.918				
08/10/2022 16:00	1539	NAN	3.918				
08/10/2022 16:30	1540	NAN	3.918				
08/10/2022 17:00	1541	NAN	3.918				
08/10/2022 17:30	1542	NAN	3.918				
08/10/2022 18:00	1543	NAN	3.918				
08/10/2022 18:30	1544	NAN	3.918				
08/10/2022 19:00	1545	NAN	3.918				
08/10/2022 19:30	1546	NAN	3.918				
08/10/2022 20:00	1547	NAN	3.918				
08/10/2022 20:30	1548	NAN	3.918				
08/10/2022 21:00	1549	NAN	3.918				
08/10/2022 21:30	1550	NAN	3.918				
08/10/2022 22:00	1551	NAN	3.918				
08/10/2022 22:30	1552	NAN	3.918				
08/10/2022 23:00	1553	NAN	3.918				
08/10/2022 23:30	1554	NAN	3.918				
09/10/2022 0:00	1555	NAN	3.918				
09/10/2022 0:30	1556	NAN	3.918				
09/10/2022 1:00	1557	NAN	3.918				
09/10/2022 1:30	1558	NAN	3.918				
09/10/2022 2:00	1559	NAN	3.918				
09/10/2022 2:30	1560	NAN	3.918				
09/10/2022 3:00	1561	NAN	3.918				
09/10/2022 3:30	1562	NAN	3.918				
09/10/2022 4:00	1563	NAN	3.918				
09/10/2022 4:30	1564	NAN	3.918				
09/10/2022 5:00	1565	NAN	3.918				
09/10/2022 5:30	1566	NAN	3.918				
09/10/2022 6:00	1567	NAN	3.918				
09/10/2022 6:30	1568	NAN	3.918				
09/10/2022 7:00	1569	NAN	3.918				
09/10/2022 7:30	1570	NAN	3.918				
09/10/2022 8:00	1571	NAN	3.918				
09/10/2022 8:30	1572	NAN	3.918				
09/10/2022 9:00	1573	NAN	3.918				
09/10/2022 9:30	1574	NAN	3.918				
09/10/2022 10:00	1575	NAN	3.918				
09/10/2022 10:30	1576	NAN	3.918				
09/10/2022 11:00	1577	NAN	3.918				
09/10/2022 11:30	1578	NAN	3.918				
09/10/2022 12:00	1579	NAN	3.918				
09/10/2022 12:30	1580	NAN	3.918				
09/10/2022 13:00	1581	NAN	3.918				
09/10/2022 13:30	1582	NAN	3.918				
09/10/2022 14:00	1583	NAN	3.918				
09/10/2022 14:30	1584	NAN	3.918				
09/10/2022 15:00	1585	NAN	3.918				
09/10/2022 15:30	1586	NAN	3.918				
09/10/2022 16:00	1587	NAN	3.918				
09/10/2022 16:30	1588	NAN	3.918				
09/10/2022 17:00	1589	NAN	3.918				
09/10/2022 17:30	1590	NAN	3.918				
09/10/2022 18:00	1591	NAN	3.918				
09/10/2022 18:30	1592	NAN	3.918				
09/10/2022 19:00	1593	NAN	3.918				
09/10/2022 19:30	1594	NAN	3.918				
09/10/2022 20:00	1595	NAN	3.918				
09/10/2022 20:30	1596	NAN	3.918				
09/10/2022 21:00	1597	NAN	3.918				
09/10/2022 21:30	1598	NAN	3.918				
09/10/2022 22:00	1599	NAN	3.918				
09/10/2022 22:30	1600	NAN	3.918				
09/10/2022 23:00	1601	NAN	3.918				
09/10/2022 23:30	1602	NAN	3.918				
10/10/2022 0:00	1603	NAN	3.918				
10/10/2022 0:30	1604	NAN	3.918				
10/10/2022 1:00	1605	NAN	3.918				
10/10/2022 1:30	1606	NAN	3.918				
10/10/2022 2:00	1607	NAN	3.918				
10/10/2022 2:30	1608	NAN	3.918				
10/10/2022 3:00	1609	NAN	3.918				
10/10/2022 3:30	1610	NAN	3.918				
10/10/2022 4:00	1611	NAN	3.918				
10/10/2022 4:30	1612	NAN	3.918				
10/10/2022 5:00	1613	NAN	3.918				
10/10/2022 5:30	1614	NAN	3.918				
10/10/2022 6:00	1615	NAN	3.918				
10/10/2022 6:30	1616	NAN	3.918				
10/10/2022 7:00	1617	NAN	3.918				
10/10/2022 7:30	1618	NAN	3.918				
10/10/2022 8:00	1619	NAN	3.918				
10/10/2022 8:30	1620	NAN	3.918				
10/10/2022 9:00	1621	NAN	3.918				
10/10/2022 9:30	1622	NAN	3.918				
10/10/2022 10:00	1623	NAN	3.918				
10/10/2022 10:30	1624	NAN	3.918				
10/10/2022 11:00	1625	NAN	3.918				
10/10/2022 11:30	1626	NAN	3.918				
10/10/2022 12:00	1627	NAN	3.918				
10/10/2022 12:30	1628	NAN	3.918				
10/10/2022 13:00	1629	NAN	3.918				
10/10/2022 13:30	1630	NAN	3.918				
10/10/2022 14:00	1631	NAN	3.918				
10/10/2022 14:30	1632	NAN	3.918				
10/10/2022 15:00	1633	NAN	3.918				
10/10/2022 15:30	1634	NAN	3.918				
10/10/2022 16:00	1635	NAN	3.918				
10/10/2022 16:30	1636	NAN	3.918				
10/10/2022 17:00	1637	NAN	3.918				
10/10/2022 17:30	1638	NAN	3.918				
10/10/2022 18:00	1639	NAN	3.918				
10/10/2022 18:30	1640	NAN	3.918				
10/10/2022 19:00	1641	NAN	3.918				
10/10/2022 19:30	1642	NAN	3.918				
10/10/2022 20:00	1643	NAN	3.918				
10/10/2022 20:30	1644	NAN	3.918				
10/10/2022 21:00	1645	NAN	3.918				
10/10/2022 21:30	1646	NAN	3.918				
10/10/2022 22:00	1647	NAN	3.918				
10/10/2022 22:30	1648	NAN	3.918				
10/10/2022 23:00	1649	NAN	3.918				
10/10/2022 23:30	1650	NAN	3.918				
11/10/2022 0:00	1651	NAN	3.918				
11/10/2022 0:30	1652	NAN	3.918				
11/10/2022 1:00	1653	NAN	3.918				
11/10/2022 1:30	1654	NAN	3.918				
11/10/2022 2:00	1655	NAN	3.918				
11/10/2022 2:30	1656	NAN	3.918				
11/10/2022 3:00	1657	NAN	3.918				
11/10/2022 3:30	1658	NAN	3.918				
11/10/2022 4:00	1659	NAN	3.918				
11/10/2022 4:30	1660	NAN	3.918				
11/10/2022 5:00	1661	NAN	3.918				
11/10/2022 5:30	1662	NAN	3.918				
11/10/2022 6:00	1663	NAN	3.918				
11/10/2022 6:30	1664	NAN	3.918				
11/10/2022 7:00	1665	NAN	3.918				
11/10/2022 7:30	1666	NAN	3.918				
11/10/2022 8:00	1667	NAN	3.918				
11/10/2022 8:30	1668	NAN	3.918				
11/10/2022 9:00	1669	NAN	3.918				
11/10/2022 9:30	1670	NAN	3.918				
11/10/2022 10:00	1671	NAN	3.918				
11/10/2022 10:30	1672	NAN	3.918				
11/10/2022 11:00	1673	NAN	3.918				
11/10/2022 11:30	1674	NAN	3.918				
11/10/2022 12:00	1675	NAN	3.918				
11/10/2022 12:30	1676	NAN	3.918				
11/10/2022 13:00	1677	NAN	3.918				
11/10/2022 13:30	1678	NAN	3.918				
11/10/2022 14:00	1679	NAN	3.918				
11/10/2022 14:30	1680	NAN	3.918				
11/10/2022 15:00	1681	NAN	3.918				
11/10/2022 15:30	1682	NAN	3.918				
11/10/2022 16:00	1683	NAN	3.918				
11/10/2022 16:30	1684	NAN	3.918				
11/10/2022 17:00	1685	NAN	3.918				
11/10/2022 17:30	1686	NAN	3.918				
11/10/2022 18:00	1687	NAN	3.918				
11/10/2022 18:30	1688	NAN	3.918				
11/10/2022 19:00	1689	NAN	3.918				
11/10/2022 19:30	1690	NAN	3.918				
11/10/2022 20:00	1691	NAN	3.918				
11/10/2022 20:30	1692	NAN	3.918				
11/10/2022 21:00	1693	NAN	3.918				
11/10/2022 21:30	1694	NAN	3.918				
11/10/2022 22:00	1695	NAN	3.918				
11/10/2022 22:30	1696	NAN	3.918				
11/10/2022 23:00	1697	NAN	3.918				
11/10/2022 23:30	1698	NAN	3.918				
12/10/2022 0:00	1699	NAN	3.918				
12/10/2022 0:30	1700	NAN	3.918				
12/10/2022 1:00	1701	NAN	3.918				
12/10/2022 1:30	1702	NAN	3.918				
12/10/2022 2:00	1703	NAN	3.918				
12/10/2022 2:30	1704	NAN	3.918				
12/10/2022 3:00	1705	NAN	3.918				
12/10/2022 3:30	1706	NAN	3.918				
12/10/2022 4:00	1707	NAN	3.918				
12/10/2022 4:30	1708	NAN	3.918				
12/10/2022 5:00	1709	NAN	3.918				
12/10/2022 5:30	1710	NAN	3.918				
12/10/2022 6:00	1711	NAN	3.918				
12/10/2022 6:30	1712	NAN	3.918				
12/10/2022 7:00	1713	NAN	3.918				
12/10/2022 7:30	1714	NAN	3.918				
12/10/2022 8:00	1715	NAN	3.918				
12/10/2022 8:30	1716	NAN	3.918				
12/10/2022 9:00	1717	NAN	3.918				
12/10/2022 9:30	1718	NAN	3.918				
12/10/2022 10:00	1719	NAN	3.918				
12/10/2022 10:30	1720	NAN	3.918				
12/10/2022 11:00	1721	NAN	3.918				
12/10/2022 11:30	1722	NAN	3.918				
12/10/2022 12:00	1723	NAN	3.918				
12/10/2022 12:30	1724	NAN	3.918				
12/10/2022 13:00	1725	NAN	3.918				
12/10/2022 13:30	1726	NAN	3.918				
12/10/2022 14:00	1727	NAN	3.918				
12/10/2022 14:30	1728	NAN	3.918				
12/10/2022 15:00	1729	NAN	3.918				
12/10/2022 15:30	1730	NAN	3.918				
12/10/2022 16:00	1731	NAN	3.918				
12/10/2022 16:30	1732	NAN	3.918				
12/10/2022 17:00	1733	NAN	3.918				
12/10/2022 17:30	1734	NAN	3.918				
12/10/2022 18:00	1735	NAN	3.918				
12/10/2022 18:30	1736	NAN	3.918				
12/10/2022 19:00	1737	NAN	3.918				
12/10/2022 19:30	1738	NAN	3.918				
12/10/2022 20:00	1739	NAN	3.918				
12/10/2022 20:30	1740	NAN	3.918				
12/10/2022 21:00	1741	NAN	3.918				
12/10/2022 21:30	1742	NAN	3.918				
12/10/2022 22:00	1743	NAN	3.918				
12/10/2022 22:30	1744	NAN	3.918				
12/10/2022 23:00	1745	NAN	3.918				
12/10/2022 23:30	1746	NAN	3.918				
13/10/2022 0:00	1747	NAN	3.918				
13/10/2022 0:30	1748	NAN	3.918				
13/10/2022 1:00	1749	NAN	3.918				
13/10/2022 1:30	1750	NAN	3.918				
13/10/2022 2:00	1751	NAN	3.918				
13/10/2022 2:30	1752	NAN	3.918				
13/10/2022 3:00	1753	NAN	3.918				
13/10/2022 3:30	1754	NAN	3.918				
13/10/2022 4:00	1755	NAN	3.918				
13/10/2022 4:30	1756	NAN	3.918				
13/10/2022 5:00	1757	NAN	3.918				
13/10/2022 5:30	1758	NAN	3.918				
13/10/2022 6:00	1759	NAN	3.918				
13/10/2022 6:30	1760	NAN	3.918				
13/10/2022 7:00	1761	NAN	3.918				
13/10/2022 7:30	1762	NAN	3.918				
13/10/2022 8:00	1763	NAN	3.918				
13/10/2022 8:30	1764	NAN	3.918				
13/10/2022 9:00	1765	NAN	3.918				
13/10/2022 9:30	1766	NAN	3.918				
13/10/2022 10:00	1767	NAN	3.918				
13/10/2022 10:30	1768	NAN	3.918				
13/10/2022 11:00	1769	NAN	3.918				
13/10/2022 11:30	1770	NAN	3.918				
13/10/2022 12:00	1771	NAN	3.918				
13/10/2022 12:30	1772	NAN	3.918				
13/10/2022 13:00	1773	NAN	3.918				
13/10/2022 13:30	1774	NAN	3.918				
13/10/2022 14:00	1775	NAN	3.918				
13/10/2022 14:30	1776	NAN	3.918				
13/10/2022 15:00	1777	NAN	3.918				
13/10/2022 15:30	1778	NAN	3.918				
13/10/2022 16:00	1779	NAN	3.918				
13/10/2022 16:30	1780	NAN	3.918				
13/10/2022 17:00	1781	NAN	3.918				
13/10/2022 17:30	1782	NAN	3.918				
13/10/2022 18:00	1783	NAN	3.918				
13/10/2022 18:30	1784	NAN	3.918				
13/10/2022 19:00	1785	NAN	3.918				
13/10/2022 19:30	1786	NAN	3.918				
13/10/2022 20:00	1787	NAN	3.918				
13/10/2022 20:30	1788	NAN	3.918				
13/10/2022 21:00	1789	NAN	3.918				
13/10/2022 21:30	1790	NAN	3.918				
13/10/2022 22:00	1791	NAN	3.918				
13/10/2022 22:30	1792	NAN	3.918				
13/10/2022 23:00	1793	NAN	3.918				
13/10/2022 23:30	1794	NAN	3.918				
14/10/2022 0:00	1795	NAN	3.918				
14/10/2022 0:30	1796	NAN	3.918				
14/10/2022 1:00	1797	NAN	3.918				
14/10/2022 1:30	1798	NAN	3.918				
14/10/2022 2:00	1799	NAN	3.918				
14/10/2022 2:30	1800	NAN	3.918				
14/10/2022 3:00	1801	NAN	3.918				
14/10/2022 3:30	1802	NAN	3.918				
14/10/2022 4:00	1803	NAN	3.918				
14/10/2022 4:30	1804	NAN	3.918				
14/10/2022 5:00	1805	NAN	3.918				
14/10/2022 5:30	1806	NAN	3.918				
14/10/2022 6:00	1807	NAN	3.918				
14/10/2022 6:30	1808	NAN	3.918				
14/10/2022 7:00	1809	NAN	3.918				
14/10/2022 7:30	1810	NAN	3.918				
14/10/2022 8:00	1811	NAN	3.918				
14/10/2022 8:30	1812	NAN	3.918				
14/10/2022 9:00	1813	NAN	3.918				
14/10/2022 9:30	1814	NAN	3.918				
14/10/2022 10:00	1815	NAN	3.918				
14/10/2022 10:30	1816	NAN	3.918				
14/10/2022 11:00	1817	NAN	3.918				
14/10/2022 11:30	1818	NAN	3.918				
14/10/2022 12:00	1819	NAN	3.918				
14/10/2022 12:30	1820	NAN	3.918				
14/10/2022 13:00	1821	NAN	3.918				
14/10/2022 13:30	1822	NAN	3.918				
14/10/2022 14:00	1823	NAN	3.918				
14/10/2022 14:30	1824	NAN	3.918				
14/10/2022 15:00	1825	NAN	3.918				
14/10/2022 15:30	1826	NAN	3.918				
14/10/2022 16:00	1827	NAN	3.918				
14/10/2022 16:30	1828	NAN	3.918				
14/10/2022 17:00	1829	NAN	3.918				
14/10/2022 17:30	1830	NAN	3.918				
14/10/2022 18:00	1831	NAN	3.918				
14/10/2022 18:30	1832	NAN	3.918				
14/10/2022 19:00	1833	NAN	3.918				
14/10/2022 19:30	1834	NAN	3.918				
14/10/2022 20:00	1835	NAN	3.918				
14/10/2022 20:30	1836	NAN	3.918				
14/10/2022 21:00	1837	NAN	3.918				
14/10/2022 21:30	1838	NAN	3.918				
14/10/2022 22:00	1839	NAN	3.918				
14/10/2022 22:30	1840	NAN	3.918				
14/10/2022 23:00	1841	NAN	3.918				
14/10/2022 23:30	1842	NAN	3.918				
15/10/2022 0:00	1843	NAN	3.918				
15/10/2022 0:30	1844	NAN	3.918				
15/10/2022 1:00	1845	NAN	3.918				
15/10/2022 1:30	1846	NAN	3.918				
15/10/2022 2:00	1847	NAN	3.918				
15/10/2022 2:30	1848	NAN	3.918				
15/10/2022 3:00	1849	NAN	3.918				
15/10/2022 3:30	1850	NAN	3.918				
15/10/2022 4:00	1851	NAN	3.918				
15/10/2022 4:30	1852	NAN	3.918				
15/10/2022 5:00	1853	NAN	3.918				
15/10/2022 5:30	1854	NAN	3.918				
15/10/2022 6:00	1855	NAN	3.918				
15/10/2022 6:30	1856	NAN	3.918				
15/10/2022 7:00	1857	NAN	3.918				
15/10/2022 7:30	1858	NAN	3.918				
15/10/2022 8:00	1859	NAN	3.918				
15/10/2022 8:30	1860	NAN	3.918				
15/10/2022 9:00	1861	NAN	3.918				
15/10/2022 9:30	1862	NAN	3.918				
15/10/2022 10:00	1863	NAN	3.918				
15/10/2022 10:30	1864	NAN	3.918				
15/10/2022 11:00	1865	NAN	3.918				
15/10/2022 11:30	1866	NAN	3.918				
15/10/2022 12:00	1867	NAN	3.918				
15/10/2022 12:30	1868	NAN	3.918				
15/10/2022 13:00	1869	NAN	3.918				
15/10/2022 13:30	1870	NAN	3.918				
15/10/2022 14:00	1871	NAN	3.918				
15/10/2022 14:30	1872	NAN	3.918				
15/10/2022 15:00	1873	NAN	3.918				
15/10/2022 15:30	1874	NAN	3.918				
15/10/2022 16:00	1875	NAN	3.918				
15/10/2022 16:30	1876	NAN	3.918				
15/10/2022 17:00	1877	NAN	3.918				
15/10/2022 17:30	1878	NAN	3.918				
15/10/2022 18:00	1879	NAN	3.918				
15/10/2022 18:30	1880	NAN	3.918				
15/10/2022 19:00	1881	NAN	3.918				
15/10/2022 19:30	1882	NAN	3.918				
15/10/2022 20:00	1883	NAN	3.918				
15/10/2022 20:30	1884	NAN	3.918				
15/10/2022 21:00	1885	NAN	3.918				
15/10/2022 21:30	1886	NAN	3.918				
15/10/2022 22:00	1887	NAN	3.918				
15/10/2022 22:30	1888	NAN	3.918				
15/10/2022 23:00	1889	NAN	3.918				
15/10/2022 23:30	1890	NAN	3.918				
16/10/2022 0:00	1891	NAN	3.918				
16/10/2022 0:30	1892	NAN	3.918				
16/10/2022 1:00	1893	NAN	3.918				
16/10/2022 1:30	1894	NAN	3.918				
16/10/2022 2:00	1895	NAN	3.918				
16/10/2022 2:30	1896	NAN	3.918				
16/10/2022 3:00	1897	NAN	3.918				
16/10/2022 3:30	1898	NAN	3.918				
16/10/2022 4:00	1899	NAN	3.918				
16/10/2022 4:30	1900	NAN	3.918				
16/10/2022 5:00	1901	NAN	3.918				
16/10/2022 5:30	1902	NAN	3.918				
16/10/2022 6:00	1903	NAN	3.918				
16/10/2022 6:30	1904	NAN	3.918				
16/10/2022 7:00	1905	NAN	3.918				
16/10/2022 7:30	1906	NAN	3.918				
16/10/2022 8:00	1907	NAN	3.918				
16/10/2022 8:30	1908	NAN	3.918				
16/10/2022 9:00	1909	NAN	3.918				
16/10/2022 9:30	1910	NAN	3.918				
16/10/2022 10:00	1911	NAN	3.918				
16/10/2022 10:30	1912	NAN	3.918				
16/10/2022 11:00	1913	NAN	3.918				
16/10/2022 11:30	1914	NAN	3.918				
16/10/2022 12:00	1915	NAN	3.918				
16/10/2022 12:30	1916	NAN	3.918				
16/10/2022 13:00	1917	NAN	3.918				
16/10/2022 13:30	1918	NAN	3.918				
16/10/2022 14:00	1919	NAN	3.918				
16/10/2022 14:30	1920	NAN	3.918				
16/10/2022 15:00	1921	NAN	3.918				
16/10/2022 15:30	1922	NAN	3.918				
16/10/2022 16:00	1923	NAN	3.918				
16/10/2022 16:30	1924	NAN	3.918				
16/10/2022 17:00	1925	NAN	3.918				
16/10/2022 17:30	1926	NAN	3.918				
16/10/2022 18:00	1927	NAN	3.918				
16/10/2022 18:30	1928	NAN	3.918				
16/10/2022 19:00	1929	NAN	3.918				
16/10/2022 19:30	1930	NAN	3.918				
16/10/2022 20:00	1931	NAN	3.918				
16/10/2022 20:30	1932	NAN	3.918				
16/10/2022 21:00	1933	NAN	3.918				
16/10/2022 21:30	1934	NAN	3.918				
16/10/2022 22:00	1935	NAN	3.918				
16/10/2022 22:30	1936	NAN	3.918				
16/10/2022 23:00	1937	NAN	3.918				
16/10/2022 23:30	1938	NAN	3.918				
17/10/2022 0:00	1939	NAN	3.918				
17/10/2022 0:30	1940	NAN	3.918				
17/10/2022 1:00	1941	NAN	3.918				
17/10/2022 1:30	1942	NAN	3.918				
17/10/2022 2:00	1943	NAN	3.918				
17/10/2022 2:30	1944	NAN	3.918				
17/10/2022 3:00	1945	NAN	3.918				
17/10/2022 3:30	1946	NAN	3.918				
17/10/2022 4:00	1947	NAN	3.918				
17/10/2022 4:30	1948	NAN	3.918				
17/10/2022 5:00	1949	NAN	3.918				
17/10/2022 5:30	1950	NAN	3.918				
17/10/2022 6:00	1951	NAN	3.918				
17/10/2022 6:30	1952	NAN	3.918				
17/10/2022 7:00	1953	NAN	3.918				
17/10/2022 7:30	1954	NAN	3.918				
17/10/2022 8:00	1955	NAN	3.918				
17/10/2022 8:30	1956	NAN	3.918				
17/10/2022 9:00	1957	NAN	3.918				
17/10/2022 9:30	1958	NAN	3.918				
17/10/2022 10:00	1959	NAN	3.918				
17/10/2022 10:30	1960	NAN	3.918				
17/10/2022 11:00	1961	NAN	3.918				
17/10/2022 11:30	1962	NAN	3.918				
17/10/2022 12:00	1963	NAN	3.918				
17/10/2022 12:30	1964	NAN	3.918				
17/10/2022 13:00	1965	NAN	3.918				
17/10/2022 13:30	1966	NAN	3.918				
17/10/2022 14:00	1967	NAN	3.918				
17/10/2022 14:30	1968	NAN	3.918				
17/10/2022 15:00	1969	NAN	3.918				
17/10/2022 15:30	1970	NAN	3.918				
17/10/2022 16:00	1971	NAN	3.918				
17/10/2022 16:30	1972	NAN	3.918				
17/10/2022 17:00	1973	NAN	3.918				
17/10/2022 17:30	1974	NAN	3.918				
17/10/2022 18:00	1975	NAN	3.918				
17/10/2022 18:30	1976	NAN	3.918				
17/10/2022 19:00	1977	NAN	3.918				
17/10/2022 19:30	1978	NAN	3.918				
17/10/2022 20:00	1979	NAN	3.918				
17/10/2022 20:30	1980	NAN	3.918				
17/10/2022 21:00	1981	NAN	3.918				
17/10/2022 21:30	1982	NAN	3.918				
17/10/2022 22:00	1983	NAN	3.918				
17/10/2022 22:30	1984	NAN	3.918				
17/10/2022 23:00	1985	NAN	3.918				
17/10/2022 23:30	1986	NAN	3.918				
18/10/2022 0:00	1987	NAN	3.918				
18/10/2022 0:30	1988	NAN	3.918				
18/10/2022 1:00	1989	NAN	3.918				
18/10/2022 1:30	1990	NAN	3.918				
18/10/2022 2:00	1991	NAN	3.918				
18/10/2022 2:30	1992	NAN	3.918				
18/10/2022 3:00	1993	NAN	3.918				
18/10/2022 3:30	1994	NAN	3.918				
18/10/2022 4:00	1995	NAN	3.918				
18/10/2022 4:30	1996	NAN	3.918				
18/10/2022 5:00	1997	NAN	3.918				
18/10/2022 5:30	1998	NAN	3.918				
18/10/2022 6:00	1999	NAN	3.918				
18/10/2022 6:30	2000	NAN	3.918				
18/10/2022 7:00	2001	NAN	3.918				
18/10/2022 7:30	2002	NAN	3.918				
18/10/2022 8:00	2003	NAN	3.918				
18/10/2022 8:30	2004	NAN	3.918				
18/10/2022 9:00	2005	NAN	3.918				
18/10/2022 9:30	2006	NAN	3.918				
18/10/2022 10:00	2007	NAN	3.918				
18/10/2022 10:30	2008	NAN	3.918				
18/10/2022 11:00	2009	NAN	3.918				
18/10/2022 11:30	2010	NAN	3.918				
18/10/2022 12:00	2011	NAN	3.918				
18/10/2022 12:30	2012	NAN	3.918				
18/10/2022 13:00	2013	NAN	3.918				
18/10/2022 13:30	2014	NAN	3.918				
18/10/2022 14:00	2015	NAN	3.918				
18/10/2022 14:30	2016	NAN	3.918				
18/10/2022 15:00	2017	NAN	3.918				
18/10/2022 15:30	2018	NAN	3.918				
18/10/2022 16:00	2019	NAN	3.918				
18/10/2022 16:30	2020	NAN	3.918				
18/10/2022 17:00	2021	NAN	3.918				
18/10/2022 17:30	2022	NAN	3.918				
18/10/2022 18:00	2023	NAN	3.918				
18/10/2022 18:30	2024	NAN	3.918				
18/10/2022 19:00	2025	NAN	3.918				
18/10/2022 19:30	2026	NAN	3.918				
18/10/2022 20:00	2027	NAN	3.918				
18/10/2022 20:30	2028	NAN	3.918				
18/10/2022 21:00	2029	NAN	3.918				
18/10/2022 21:30	2030	NAN	3.918				
18/10/2022 22:00	2031	NAN	3.918				
18/10/2022 22:30	2032	NAN	3.918				
18/10/2022 23:00	2033	NAN	3.918				
18/10/2022 23:30	2034	NAN	3.918				
19/10/2022 0:00	2035	NAN	3.918				
19/10/2022 0:30	2036	NAN	3.918				
19/10/2022 1:00	2037	NAN	3.918				
19/10/2022 1:30	2038	NAN	3.918				
19/10/2022 2:00	2039	NAN	3.918				
19/10/2022 2:30	2040	NAN	3.918				
19/10/2022 3:00	2041	NAN	3.918				
19/10/2022 3:30	2042	NAN	3.918				
19/10/2022 4:00	2043	NAN	3.918				
19/10/2022 4:30	2044	NAN	3.918				
19/10/2022 5:00	2045	NAN	3.918				
19/10/2022 5:30	2046	NAN	3.918				
19/10/2022 6:00	2047	NAN	3.918				
19/10/2022 6:30	2048	NAN	3.918				
19/10/2022 7:00	2049	NAN	3.918				
19/10/2022 7:30	2050	NAN	3.918				
19/10/2022 8:00	2051	NAN	3.918				
19/10/2022 8:30	2052	NAN	3.918				
19/10/2022 9:00	2053	NAN	3.918				
19/10/2022 9:30	2054	NAN	3.918				
19/10/2022 10:00	2055	NAN	3.918				
19/10/2022 10:30	2056	NAN	3.918				
19/10/2022 11:00	2057	NAN	3.918				
19/10/2022 11:30	2058	NAN	3.918				
19/10/2022 12:00	2059	NAN	3.918				
19/10/2022 12:30	2060	NAN	3.918				
19/10/2022 13:00	2061	NAN	3.918				
19/10/2022 13:30	2062	NAN	3.918				
19/10/2022 14:00	2063	NAN	3.918				
19/10/2022 14:30	2064	NAN	3.918				
19/10/2022 15:00	2065	NAN	3.918				
19/10/2022 15:30	2066	NAN	3.918				
