time	hru_ea(1)	hru_ea(2)	hru_ea(3)	hru_ea(4)	hru_ea(5)	hru_ea(6)	hru_ea(7)	hru_ea(8)	hru_ea(9)	hru_ea(10)	hru_ea(11)	hru_ea(12)	hru_ea(13)	hru_ea(14)	hru_ea(15)	hru_ea(16)	hru_ea(17)	hru_ea(18)	hru_ea(19)	hru_ea(20)	hru_ea(21)	hru_ea(22)	hru_ea(23)	hru_ea(24)	hru_ea(25)	hru_ea(26)	hru_ea(27)	hru_ea(28)	hru_ea(29)	hru_ea(30)	hru_ea(31)	hru_ea(32)	hru_ea(33)	hru_ea(34)	hru_ea(35)	hru_ea(36)	hru_ea(37)	hru_ea(38)	hru_ea(39)	hru_ea(40)	hru_ea(41)	hru_ea(42)	hru_ea(43)	hru_ea(44)	hru_ea(45)	hru_ea(46)	hru_ea(47)	hru_ea(48)
units	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)	(kPa)
2022-07-27T07:00	0.0628649	0.06115352	0.06505563	0.07223008	0.06736771	0.05806426	0.06802439	0.07691882	0.08955789	0.06752409	0.0714388	0.08866239	0.05151432	0.1057197	0.1088314	0.1074333	0.102904	0.06156801	0.05841898	0.06480386	0.07429703	0.1286082	0.05972273	0.07128637	0.1258157	0.103168	0.1288189	0.126852	0.07127419	0.07394989	0.07223624	0.0740255	0.08907181	0.05950534	0.1362823	0.06152538	0.1074333	0.05632977	0.1374428	0.04918926	0.1280235	0.05512265	0.06401521	0.05671932	0.05968645	0.06089971	0.08921365	0.07567473
2022-07-27T08:00	0.06502269	0.06319626	0.06736746	0.07505121	0.06984317	0.05990239	0.07054474	0.08008381	0.09369841	0.0700059	0.07420707	0.0927354	0.05293149	0.1111928	0.1149349	0.1132129	0.1081434	0.0636429	0.06028038	0.06709996	0.07727252	0.136522	0.06167423	0.07404182	0.1334753	0.1084305	0.1367559	0.1346059	0.07402278	0.0768971	0.07506407	0.07698258	0.09317272	0.06143812	0.1449318	0.06359866	0.1132129	0.05805484	0.1461994	0.05046487	0.1358903	0.05677068	0.06625731	0.05846825	0.06163124	0.06292746	0.09332936	0.07874393
2022-07-27T09:00	0.08306889	0.08082167	0.08594305	0.09536214	0.08898413	0.07676684	0.08984653	0.1015036	0.1180716	0.08918366	0.09432224	0.1168969	0.06816055	0.1392371	0.1437609	0.1416756	0.1355497	0.08137116	0.0772305	0.08561682	0.09807471	0.1699432	0.07894561	0.09412034	0.1662742	0.1358986	0.1702228	0.1676373	0.0941042	0.09761502	0.09537031	0.09771515	0.1174385	0.07865737	0.1800237	0.08131464	0.1416756	0.07448638	0.1815502	0.06510415	0.1691795	0.0729046	0.08457898	0.0749965	0.0788975	0.08049221	0.1176262	0.09987365
2022-07-27T10:00	0.1024491	0.09968392	0.1059855	0.117573	0.1097269	0.09469408	0.1107879	0.1251269	0.1455006	0.1099724	0.1162938	0.1440563	0.08410126	0.1715188	0.1768042	0.1745157	0.1669866	0.1003601	0.09526468	0.1055841	0.1209095	0.2086377	0.09737532	0.1160454	0.2041445	0.1674155	0.2089801	0.2058138	0.1160256	0.1203441	0.117583	0.1204673	0.1447222	0.09702062	0.2209817	0.1002905	0.1745157	0.09188751	0.2228507	0.08033867	0.2077025	0.08994069	0.1043072	0.09251532	0.09731612	0.09927851	0.1449529	0.1231222
2022-07-27T11:00	0.0971713	0.09439254	0.1007364	0.1124565	0.1045103	0.08937078	0.1055782	0.1201387	0.140969	0.1047628	0.1111634	0.1394859	0.07879475	0.1677982	0.1733348	0.1709003	0.1631059	0.09506796	0.08995052	0.1003277	0.1158436	0.2065298	0.09207087	0.1109064	0.2018262	0.1635521	0.2068831	0.2035625	0.1108874	0.115271	0.1124662	0.1153991	0.1401668	0.09171035	0.2194664	0.09499362	0.1709003	0.08656836	0.2214142	0.07505495	0.2055462	0.08462336	0.09904211	0.08720023	0.0920147	0.09397467	0.1404023	0.1180991
2022-07-27T12:00	0.09758271	0.09500031	0.1008788	0.1116705	0.1043656	0.09033524	0.105356	0.1187	0.1376141	0.10459	0.1104845	0.1362826	0.0804225	0.1617096	0.1666221	0.1644812	0.1575273	0.09562759	0.09087116	0.1005057	0.1147792	0.1960129	0.09284229	0.1102487	0.1918715	0.1579189	0.1963207	0.1933998	0.1102299	0.1142524	0.11168	0.1143693	0.1368895	0.09251243	0.2073814	0.09556138	0.1644812	0.08771385	0.2091071	0.07690312	0.1951477	0.0858948	0.09931681	0.08830486	0.0927859	0.09461427	0.1371077	0.1168388
2022-07-27T13:00	0.1146085	0.1114571	0.1186363	0.1318652	0.1229087	0.105767	0.1241183	0.1405144	0.1638514	0.1231836	0.1304196	0.1622122	0.09371904	0.1937549	0.1995983	0.1970048	0.188546	0.1122229	0.106423	0.118187	0.1356874	0.2362515	0.1088284	0.1301301	0.2310717	0.1890298	0.2366387	0.2329919	0.1301078	0.1350415	0.1318877	0.1351797	0.1629617	0.1084225	0.2504923	0.1121451	0.1970048	0.102578	0.2526435	0.08944559	0.2351773	0.1003603	0.1167275	0.103288	0.1087528	0.1109846	0.1632213	0.1382168
2022-07-27T14:00	0.1184138	0.1153149	0.1223652	0.1353076	0.1265447	0.1097181	0.1277328	0.1437273	0.166345	0.1268272	0.1338841	0.1647512	0.09781703	0.1951267	0.2007146	0.1982361	0.1901326	0.1160751	0.110368	0.1219238	0.1390215	0.2357049	0.1127288	0.1336101	0.2307791	0.1906047	0.2360747	0.2325989	0.1335759	0.1383962	0.1353192	0.1385375	0.165484	0.1123289	0.2492207	0.1159948	0.1982361	0.1065765	0.2512749	0.09357671	0.2346655	0.104379	0.1204941	0.1072747	0.1126604	0.1148569	0.1657474	0.1414887
2022-07-27T15:00	0.1081802	0.1051988	0.111991	0.1245093	0.1160336	0.09981599	0.1171782	0.1326954	0.1547883	0.1162937	0.1231413	0.1532363	0.08842095	0.1831075	0.1891604	0.1863729	0.1781738	0.1059232	0.1004365	0.1115659	0.1281267	0.2240265	0.102712	0.1228672	0.2191025	0.1786321	0.2243945	0.2209278	0.1228462	0.1275155	0.1245306	0.1276462	0.1539459	0.102328	0.2375652	0.1058497	0.1863729	0.09679952	0.2396104	0.08437986	0.2230053	0.09470195	0.110185	0.0974711	0.1026404	0.1047517	0.1541917	0.1305208
2022-07-27T16:00	0.0931837	0.09043551	0.09671958	0.1083524	0.1004555	0.08547425	0.1015217	0.1159951	0.136794	0.100708	0.1070643	0.1353153	0.07504552	0.1637179	0.1695057	0.1668371	0.1590061	0.09110162	0.08604654	0.09631704	0.1117162	0.203617	0.08813892	0.1068157	0.1988382	0.1594558	0.2039663	0.2006113	0.1067881	0.1111427	0.1083617	0.1112763	0.1359898	0.08779213	0.2167626	0.09103799	0.1668509	0.08270818	0.2187691	0.07136982	0.2026155	0.08078367	0.09504409	0.08332957	0.08808489	0.09002538	0.1362306	0.1139592
2022-07-27T17:00	0.1001438	0.09733505	0.1037271	0.1155067	0.1075198	0.09228753	0.108605	0.1232055	0.1440521	0.1077715	0.1142113	0.1425764	0.08159559	0.1708204	0.1765535	0.1739105	0.1661542	0.09801759	0.0928644	0.1033223	0.118901	0.2109091	0.09500504	0.1139557	0.20622	0.1665975	0.2112725	0.207947	0.1139263	0.1183307	0.1155166	0.1184629	0.1432521	0.09463965	0.2238502	0.09794914	0.1739105	0.08945188	0.2258032	0.07781109	0.2099276	0.08748741	0.1020276	0.0900918	0.09493851	0.09691913	0.1434941	0.1211655
2022-07-27T18:00	0.1023632	0.09952043	0.1059976	0.1179426	0.109854	0.09438958	0.1109461	0.1257587	0.1468701	0.1101022	0.1166368	0.1453863	0.08353479	0.1739631	0.1797581	0.1770892	0.1692408	0.1002111	0.09498092	0.1055921	0.1213961	0.2152596	0.09714977	0.1163752	0.210489	0.1696794	0.2156162	0.2122573	0.1163551	0.1208124	0.1179629	0.1209373	0.1460647	0.09678377	0.2283808	0.100141	0.1770892	0.09151517	0.2303635	0.07968774	0.2142701	0.08951678	0.104275	0.09215507	0.09708158	0.0990942	0.1462997	0.123682
2022-07-27T19:00	0.1006882	0.09791986	0.1042331	0.11585	0.1079755	0.0929245	0.1090387	0.1234481	0.1439511	0.1082287	0.1145682	0.1424975	0.08234188	0.1702084	0.175818	0.1732372	0.1656308	0.09859028	0.09349795	0.1038256	0.1191989	0.2101199	0.09560595	0.1143213	0.2055083	0.1660599	0.2104679	0.2072196	0.1143016	0.1186364	0.11586	0.118759	0.143162	0.09525442	0.2227986	0.09852133	0.1732372	0.09012093	0.2247167	0.07858839	0.2091542	0.08817027	0.1025494	0.09075052	0.09554728	0.09750936	0.1433923	0.1214316
2022-07-27T20:00	0.07547019	0.07337268	0.07815185	0.08696608	0.08099742	0.06958703	0.08180325	0.09273396	0.1083143	0.08118057	0.08600249	0.1072192	0.06157866	0.1283115	0.132589	0.130619	0.1248257	0.07388231	0.07002333	0.07785267	0.08951453	0.1589508	0.07162353	0.08580946	0.1554251	0.1251495	0.1592143	0.156732	0.08579463	0.08908384	0.0869811	0.08917598	0.1077198	0.0713535	0.168648	0.07383055	0.130619	0.0674663	0.1701133	0.05874059	0.1582195	0.06599192	0.07688084	0.06793841	0.07157322	0.07305819	0.1078933	0.09120142
2022-07-27T21:00	0.08078495	0.07869623	0.08345959	0.0921971	0.08628197	0.07490871	0.08708586	0.09788179	0.1131427	0.08646919	0.09124007	0.1120654	0.06685473	0.1325261	0.1366518	0.1347541	0.1291604	0.07920682	0.07534395	0.08315526	0.09470715	0.1622248	0.07694616	0.09105132	0.1588593	0.129474	0.162471	0.1601054	0.09103561	0.09428453	0.09220505	0.09438191	0.11256	0.07667698	0.1714564	0.07915148	0.1347541	0.07277948	0.1728513	0.06398346	0.1615117	0.07130062	0.08219105	0.07326142	0.07689899	0.07838034	0.1127316	0.09637353
2022-07-27T22:00	0.07163282	0.0697014	0.07410759	0.08219049	0.07671319	0.06621826	0.07745461	0.08747299	0.1016929	0.07688627	0.08130263	0.1006917	0.05881928	0.1198589	0.1237377	0.1219515	0.1166935	0.07017209	0.06662067	0.07382454	0.08452149	0.1474381	0.06809146	0.08112751	0.1442628	0.1169959	0.1476718	0.1454437	0.08111352	0.08413007	0.08220465	0.08421691	0.1011441	0.06784726	0.1561609	0.07012918	0.1219515	0.06426186	0.1574837	0.0561911	0.1467706	0.06290003	0.07293681	0.06469897	0.06804971	0.06941551	0.1013068	0.08606691
2022-07-27T23:00	0.06669379	0.06493098	0.06894212	0.07631119	0.07132105	0.06174848	0.07199743	0.08110878	0.09400947	0.07148186	0.07550032	0.09309983	0.05498649	0.1104498	0.1139488	0.112341	0.1075954	0.06536338	0.06211793	0.06869093	0.07842707	0.1353805	0.06346025	0.07534429	0.1325206	0.1078652	0.1355952	0.1335771	0.0753248	0.07807076	0.07631777	0.0781513	0.09351806	0.06323287	0.1432306	0.06531774	0.112341	0.05996274	0.1444241	0.0525791	0.134777	0.05871395	0.06787736	0.06035958	0.06342138	0.06467053	0.0936684	0.07983295
2022-07-28T00:00	0.07200865	0.07017755	0.07434093	0.08195437	0.07680174	0.06687064	0.07750395	0.08690428	0.1001612	0.07696841	0.08112447	0.09923219	0.0598197	0.11696	0.1205241	0.1188884	0.1140443	0.07062668	0.06725322	0.07407628	0.08414264	0.1428087	0.06865309	0.08095662	0.1399026	0.1143214	0.143036	0.1409811	0.08094265	0.08377427	0.08196851	0.0838536	0.09965349	0.06841295	0.1507846	0.07057733	0.1188884	0.06501022	0.1519914	0.05730755	0.1422006	0.06371197	0.07323645	0.06542911	0.06861101	0.06990811	0.09980555	0.08559413
2022-07-28T01:00	0.05770745	0.05608393	0.05977881	0.06658964	0.0619715	0.05316677	0.06259888	0.07104213	0.08310242	0.06211701	0.06584053	0.08224852	0.04698906	0.09859596	0.1019152	0.100385	0.09589462	0.05647844	0.05350014	0.05954478	0.06855256	0.122288	0.05473727	0.06569277	0.1195602	0.09615125	0.1224994	0.1205648	0.06567574	0.06822277	0.06659539	0.0682992	0.08263948	0.0545261	0.1298173	0.05643888	0.100385	0.05152813	0.1309537	0.04480298	0.121717	0.05039302	0.05879636	0.05189791	0.05469882	0.05584354	0.08277951	0.06986226
2022-07-28T02:00	0.06586498	0.06411337	0.06809941	0.0754259	0.07046411	0.06095183	0.07113653	0.08019804	0.09303831	0.07062397	0.0746195	0.09213258	0.05423766	0.1094165	0.1129042	0.1113014	0.1065718	0.06454299	0.06131879	0.06784975	0.07753035	0.135327	0.06265221	0.07446433	0.1324493	0.1068407	0.1355431	0.1335123	0.07444496	0.07717594	0.07543244	0.07725605	0.092549	0.06242632	0.1432284	0.06449764	0.1113014	0.05917826	0.1444299	0.05184846	0.1347197	0.05793818	0.06704117	0.05957237	0.06261359	0.0638546	0.0926987	0.07892881
2022-07-28T03:00	0.1719875	0.1688345	0.1759648	0.1887749	0.1801385	0.1630829	0.1813174	0.1969123	0.2182045	0.1804124	0.1873848	0.2167324	0.150588	0.2441972	0.2496055	0.247124	0.2397512	0.1696102	0.1637606	0.175524	0.1923852	0.2840213	0.1661976	0.1871013	0.2792309	0.2401695	0.2843873	0.2809884	0.1870846	0.1917706	0.1887749	0.191907	0.2174004	0.1657792	0.2971131	0.169534	0.247124	0.1598338	0.299075	0.1460442	0.2830233	0.1575391	0.1740828	0.1605571	0.1661228	0.1683647	0.217649	0.194775
2022-07-28T04:00	0.1863164	0.1830855	0.1904281	0.2035529	0.1947089	0.1771729	0.1959058	0.2118819	0.2335909	0.1949858	0.2021165	0.2320843	0.1642603	0.2599525	0.2654062	0.2628938	0.2554638	0.183872	0.1778565	0.189954	0.2072395	0.3001191	0.1803569	0.2018483	0.2952804	0.2558851	0.3004785	0.2970801	0.2018125	0.2066178	0.2035529	0.2067639	0.2327754	0.179938	0.3132527	0.1838063	0.2629165	0.1738061	0.3152324	0.1595392	0.2990944	0.171435	0.1884879	0.1745562	0.1802924	0.1826118	0.2330198	0.2096877
2022-07-28T05:00	0.178026	0.1750796	0.1817604	0.1936877	0.1856486	0.1696843	0.1867568	0.2012426	0.220846	0.1859127	0.1923886	0.2194971	0.1578743	0.2445816	0.2494821	0.2472241	0.2405405	0.1758003	0.1703084	0.1813402	0.19704	0.2805235	0.1725941	0.1921332	0.2762288	0.2409377	0.28086	0.2778203	0.1921162	0.196466	0.1936877	0.196605	0.2201128	0.1722086	0.2922498	0.1757218	0.2472456	0.16661	0.2940254	0.153561	0.2796357	0.1644558	0.1799886	0.1672987	0.1725324	0.1746423	0.2203441	0.1992455
2022-07-28T06:00	0.1098593	0.1073196	0.1130911	0.1235836	0.1164912	0.1027106	0.117459	0.130361	0.1483573	0.1167171	0.122441	0.1470965	0.09283031	0.1709011	0.1756573	0.1734632	0.1670156	0.1079399	0.1032422	0.1127222	0.1265821	0.2065203	0.1051975	0.1222158	0.2021577	0.167372	0.2068314	0.2037731	0.1221944	0.1260741	0.1235944	0.1261844	0.1476811	0.1048708	0.2184846	0.1078729	0.173478	0.1001165	0.2202913	0.08928316	0.2056066	0.09830032	0.1115631	0.1006987	0.1051414	0.1069395	0.147885	0.1285654
2022-07-28T07:00	0.09497901	0.09286566	0.09767803	0.1064143	0.1005087	0.08901237	0.1013171	0.112037	0.1269524	0.1007036	0.1054579	0.1259161	0.08074119	0.1455412	0.1494573	0.1476507	0.1423372	0.09337752	0.08945706	0.09737664	0.1089019	0.1747586	0.09108613	0.1052731	0.1712036	0.1426413	0.1750371	0.1725163	0.1052547	0.1084837	0.1064236	0.1085786	0.1263842	0.09081141	0.1845485	0.09332788	0.1476507	0.08684221	0.1860314	0.07775564	0.1740131	0.08532067	0.09640082	0.0873315	0.09104568	0.09254499	0.1265588	0.110551
2022-07-28T08:00	0.1654913	0.1636226	0.1678361	0.1752526	0.1702709	0.1601829	0.1709595	0.1798792	0.1916702	0.1704353	0.1744565	0.1908727	0.1525515	0.2055407	0.2083611	0.2070715	0.2032112	0.1640843	0.1605933	0.1675708	0.1773194	0.225843	0.1620444	0.1743038	0.2234387	0.2034395	0.226017	0.2243399	0.1742885	0.1769631	0.1752679	0.177056	0.1912379	0.1618017	0.232304	0.164041	0.2070715	0.1582152	0.2332577	0.1497099	0.2253409	0.1568232	0.1667332	0.158663	0.1620015	0.163349	0.1913708	0.1786732
2022-07-28T09:00	0.08628645	0.08464407	0.08836863	0.09505884	0.09054413	0.0816466	0.09116548	0.09932756	0.1105074	0.09068718	0.09433089	0.1097386	0.07515241	0.1242126	0.1270699	0.125757	0.1218711	0.08504822	0.0820014	0.08813589	0.09695187	0.1452989	0.08326535	0.09419085	0.1427542	0.1220899	0.1454944	0.1436946	0.09417438	0.09663119	0.09506714	0.09670706	0.1100891	0.08305224	0.1522621	0.08500323	0.125757	0.07995019	0.1533106	0.07278825	0.1447745	0.07876021	0.08738721	0.08033386	0.08322857	0.08439795	0.1102126	0.09820155
2022-07-28T10:00	0.06887922	0.06771776	0.0703412	0.07502225	0.07186902	0.06560387	0.07230295	0.07799642	0.08570862	0.07196943	0.07451511	0.08517999	0.0609753	0.09505132	0.09698632	0.09609198	0.09346174	0.06800345	0.06584667	0.07017532	0.07634362	0.109231	0.06674399	0.07441794	0.1075264	0.09361322	0.1093504	0.1081616	0.07441147	0.07611863	0.07502877	0.07617151	0.08542191	0.06659757	0.1138529	0.06797364	0.09610015	0.06439636	0.1145508	0.05928556	0.1088734	0.06355029	0.06964936	0.06466926	0.06672054	0.06754568	0.08550268	0.0772095
2022-07-28T11:00	0.07790872	0.07702783	0.07901594	0.08251594	0.08016499	0.07540383	0.08048917	0.08469757	0.09025664	0.08024076	0.08213505	0.08988156	0.07179936	0.09679766	0.09812174	0.09751935	0.09569997	0.07724055	0.07559287	0.07889372	0.08348233	0.1063737	0.07628096	0.0820647	0.1052481	0.09580517	0.1064539	0.1056634	0.08205766	0.08331817	0.08251594	0.08336097	0.09004979	0.07616917	0.1094136	0.07722058	0.09751935	0.07447149	0.1098714	0.0704657	0.1061335	0.07381745	0.07849431	0.07468422	0.07626122	0.07689516	0.09011103	0.08412031
2022-07-28T12:00	0.1047537	0.1050672	0.1043543	0.1031387	0.1039477	0.1056705	0.1038355	0.1024122	0.1006454	0.1039218	0.1032674	0.1007629	0.1070639	0.09873322	0.09836298	0.0985356	0.09904686	0.1049887	0.1056004	0.1043976	0.1028133	0.09618402	0.1053466	0.1032932	0.09646607	0.0990138	0.09615988	0.09636122	0.1032932	0.1028647	0.1031387	0.1028561	0.1007125	0.1053903	0.09543022	0.1049975	0.0985356	0.1060217	0.09531841	0.1076063	0.09624037	0.106277	0.1045365	0.1059426	0.1053554	0.1051195	0.1006958	0.1025998
2022-07-28T13:00	0.09670631	0.09605444	0.09751856	0.1000601	0.09835362	0.09484295	0.09859458	0.1016224	0.1055548	0.09841173	0.09979068	0.1052896	0.09213258	0.1100564	0.1109607	0.1105446	0.1093048	0.09620889	0.09498759	0.09742801	0.1007621	0.1164525	0.0955035	0.09973182	0.1157095	0.109378	0.1165106	0.1159888	0.09973182	0.1006434	0.1000601	0.1006688	0.1054044	0.09541465	0.1184421	0.09619263	0.1105446	0.09415465	0.1187373	0.0911132	0.1162978	0.09366126	0.09713217	0.09430633	0.09548734	0.095957	0.1054486	0.1012127
2022-07-28T14:00	0.06850099	0.06772684	0.06947561	0.07254848	0.07048057	0.06629742	0.07076503	0.07446593	0.07935732	0.07055159	0.07221516	0.07902192	0.06312885	0.08510604	0.08625765	0.08574011	0.08414207	0.06791534	0.06646547	0.06936476	0.07340325	0.09262631	0.06706801	0.0721547	0.09176091	0.08423246	0.09269318	0.0920796	0.07214866	0.07325607	0.07254848	0.07329284	0.07917302	0.0669663	0.09495804	0.06789818	0.08574011	0.06547955	0.09530709	0.06195622	0.09244598	0.06490099	0.06901575	0.06566235	0.06705105	0.06760713	0.07923222	0.07396375
2022-07-28T15:00	0.07453934	0.07337372	0.07601524	0.08071851	0.0775502	0.07123655	0.07798737	0.08368966	0.09137227	0.0776544	0.08020702	0.09084483	0.06654563	0.09991399	0.101581	0.1008136	0.098535	0.0736589	0.07148394	0.07584924	0.08203762	0.1120133	0.07238959	0.08010642	0.1105824	0.09867071	0.1121252	0.1111131	0.08009971	0.08181186	0.08071851	0.08186654	0.0910856	0.07223691	0.1159008	0.07362786	0.1008209	0.07001716	0.1164871	0.0648278	0.1117178	0.06916202	0.07531518	0.07029045	0.07236515	0.07320063	0.09117604	0.08290484
2022-07-28T16:00	0.06516117	0.06390791	0.06675075	0.07186551	0.06841573	0.06161829	0.06888841	0.07513416	0.08369472	0.06852499	0.07131458	0.0830962	0.05665836	0.0929711	0.09487463	0.09399963	0.09140409	0.06421644	0.06188527	0.06657116	0.07331485	0.1069072	0.06285727	0.07120128	0.1052387	0.09155577	0.1070284	0.1058523	0.07119533	0.07307045	0.07187152	0.07312537	0.0833709	0.06269254	0.1114476	0.0641839	0.09399963	0.06032466	0.1121246	0.05485532	0.1065596	0.05941365	0.06600164	0.06061226	0.06282535	0.06371913	0.08346724	0.07426896
2022-07-28T17:00	0.06058516	0.05980285	0.06157612	0.06470766	0.06260258	0.05835829	0.06289423	0.06667297	0.07124656	0.06267018	0.06437106	0.07094295	0.05516886	0.07645475	0.07750917	0.0770273	0.07558124	0.05999256	0.05852427	0.06146359	0.06558598	0.08406797	0.05913821	0.06430713	0.08317712	0.07566275	0.0841396	0.08350872	0.0643018	0.06543434	0.06471301	0.06547222	0.07108175	0.05903466	0.08649102	0.05997257	0.0770273	0.05752995	0.08685268	0.05398987	0.08388318	0.05695029	0.06110677	0.05771792	0.05912341	0.05968331	0.07112807	0.06615749
2022-07-28T18:00	0.0942215	0.09342726	0.09521409	0.09832534	0.09623674	0.09196317	0.09652871	0.1002522	0.1050958	0.09630619	0.09799329	0.1047736	0.08861233	0.1107015	0.11183	0.1113079	0.1097701	0.09362357	0.09213671	0.09510411	0.09918476	0.1187332	0.09275984	0.09792982	0.1178004	0.1098559	0.1188084	0.1181495	0.09792277	0.09903513	0.09832534	0.09907074	0.1049159	0.09265237	0.1212554	0.09360325	0.1113158	0.09111961	0.1216305	0.08722663	0.1185411	0.09052597	0.09474746	0.09131163	0.09273968	0.09331235	0.1049758	0.09974945
2022-07-28T19:00	0.08642654	0.08557537	0.08740817	0.09035583	0.088379	0.08400688	0.08864893	0.09218494	0.09679379	0.0884432	0.09004215	0.09648124	0.08051271	0.1021289	0.1031986	0.1027065	0.1012354	0.08578744	0.08419454	0.08730018	0.09117063	0.1097881	0.08485788	0.08997692	0.1088973	0.1013222	0.1098581	0.1092297	0.08997692	0.09103219	0.09036237	0.09106513	0.09662699	0.08474583	0.1121977	0.08576622	0.1027138	0.08310862	0.1125548	0.07921297	0.1096017	0.08247138	0.08696427	0.08330824	0.08483686	0.08544835	0.09667561	0.09170638
2022-07-28T20:00	0.1176045	0.1175031	0.1177315	0.11813	0.117867	0.1173088	0.1179009	0.1183766	0.1189649	0.1178755	0.1180876	0.1189307	0.1168622	0.1196245	0.1197534	0.1196932	0.1195129	0.1175284	0.1173341	0.117723	0.1182405	0.1205206	0.1174101	0.1180791	0.1204255	0.1195301	0.1205292	0.1204601	0.1180791	0.1182235	0.11813	0.1182235	0.1189478	0.1174017	0.1207975	0.1175284	0.1196932	0.1171991	0.1208321	0.1166941	0.1205033	0.1171148	0.1176722	0.1172244	0.1174101	0.1174862	0.1189478	0.1183085
2022-07-28T21:00	0.1009136	0.1007768	0.1010794	0.1015856	0.1012455	0.1005324	0.1012961	0.1018976	0.1026558	0.1012599	0.1015349	0.1026046	0.09996659	0.1034999	0.1036695	0.1035884	0.1033601	0.1008128	0.1005611	0.1010578	0.1017234	0.1046623	0.1006689	0.1015204	0.1045285	0.1033748	0.1046697	0.1045731	0.1015204	0.1017016	0.1015856	0.1017088	0.1026265	0.1006474	0.1050125	0.1008056	0.1035884	0.1003889	0.1050647	0.09975246	0.1046325	0.1002886	0.1010001	0.1004176	0.1006617	0.1007624	0.1026338	0.1018177
2022-07-28T22:00	0.1221116	0.1223207	0.1218418	0.1210272	0.1215726	0.1227225	0.1214946	0.1205356	0.1193526	0.1215553	0.1211136	0.1194294	0.1236441	0.1180445	0.1177912	0.1179094	0.118256	0.1222684	0.1226788	0.1218766	0.1208113	0.1162896	0.122504	0.1211309	0.1164899	0.1182391	0.1162813	0.1164148	0.1211309	0.1208459	0.1210272	0.1208372	0.1193952	0.1225302	0.1157651	0.1222771	0.1179094	0.1229589	0.1156904	0.1240056	0.1163313	0.1231255	0.1219723	0.1229064	0.1225128	0.1223556	0.1193782	0.1206648
2022-07-28T23:00	0.1272523	0.127388	0.1270807	0.1265491	0.1269003	0.1276506	0.1268552	0.1262346	0.125456	0.1268913	0.126603	0.1255095	0.12825	0.1246017	0.1244332	0.124513	0.1247437	0.1273608	0.1276234	0.1270988	0.1264052	0.123453	0.1275056	0.126621	0.1235763	0.1247259	0.1234354	0.1235323	0.126621	0.1264322	0.1265491	0.1264232	0.1254827	0.1275328	0.1231015	0.1273608	0.124513	0.1278047	0.1230576	0.1284777	0.1234794	0.1279136	0.127162	0.1277684	0.1275147	0.1274151	0.1254738	0.1263154
2022-07-29T00:00	0.1549819	0.1552893	0.1546092	0.1534526	0.1542156	0.1558507	0.1541173	0.152758	0.1510765	0.1541937	0.1535723	0.1511838	0.1571676	0.1492308	0.1488705	0.14904	0.1495282	0.1552124	0.1557846	0.1546421	0.1531375	0.1467556	0.1555423	0.1535941	0.1470382	0.1495069	0.1467347	0.1469335	0.1535941	0.1531918	0.1534526	0.153181	0.1511301	0.1555863	0.1460254	0.1552124	0.14904	0.1561818	0.1459109	0.1576681	0.1468184	0.1564249	0.1547845	0.1561045	0.1555533	0.1553333	0.1511194	0.1529423
2022-07-29T01:00	0.1447294	0.1446062	0.1448835	0.1453675	0.1450481	0.1443703	0.1450893	0.1456668	0.1463812	0.1450584	0.1453159	0.1463397	0.1438279	0.147182	0.1473385	0.1472654	0.1470465	0.144637	0.144401	0.1448733	0.1455016	0.1482698	0.1444933	0.1453056	0.1481544	0.1470674	0.1482803	0.1481964	0.1453056	0.145481	0.1453675	0.145481	0.1463604	0.144483	0.1486059	0.144637	0.1472654	0.1442371	0.148648	0.1436238	0.1482488	0.1441347	0.1448116	0.1442678	0.1444933	0.1445856	0.1463604	0.1455842
2022-07-29T02:00	0.1350923	0.1346511	0.1356408	0.1373467	0.1362106	0.1338297	0.1363655	0.1383931	0.1409651	0.1362396	0.1371714	0.1407956	0.1319553	0.1438632	0.1444328	0.1441782	0.1433867	0.1347565	0.133925	0.135583	0.1378153	0.1478819	0.1342781	0.1371325	0.1474247	0.1434272	0.1479235	0.1475908	0.1371325	0.1377371	0.1373467	0.1377566	0.1408754	0.1342112	0.149114	0.1347469	0.1441782	0.1333541	0.1492922	0.1312513	0.1477883	0.1330127	0.1353807	0.1334586	0.134259	0.1345841	0.1408953	0.1381186
