time	Albedo(1)	Albedo(2)	Albedo(3)	Albedo(4)	Albedo(5)	Albedo(6)	Albedo(7)	Albedo(8)	Albedo(9)	Albedo(10)	Albedo(11)	Albedo(12)	Albedo(13)	Albedo(14)	Albedo(15)	Albedo(16)	Albedo(17)	Albedo(18)	Albedo(19)	Albedo(20)	Albedo(21)	Albedo(22)	Albedo(23)	Albedo(24)	Albedo(25)	Albedo(26)	Albedo(27)	Albedo(28)	Albedo(29)	Albedo(30)	Albedo(31)	Albedo(32)	Albedo(33)	Albedo(34)	Albedo(35)	Albedo(36)	Albedo(37)	Albedo(38)	Albedo(39)	Albedo(40)	Albedo(41)	Albedo(42)	Albedo(43)	Albedo(44)	Albedo(45)	Albedo(46)	Albedo(47)	Albedo(48)
units	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()	()
2022-07-23T22:00	0.8719481	0.8722231	0.8725805	0.8265689	0.8734261	0.8700094	0.8732953	0.8253997	0.7749095	0.873398	0.8485762	0.7747774	0.8704856	0.7664867	0.7658263	0.766156	0.7668827	0.8721513	0.8715931	0.8726255	0.8260047	0.7621226	0.8714179	0.8486191	0.7625738	0.7668505	0.7621143	0.7621998	0.8485912	0.8260832	0.8265473	0.8260456	0.7749401	0.871441	0.7610676	0.8721468	0.7661443	0.870122	0.7602983	0.8706767	0.7621459	0.8702086	0.8723577	0.8700957	0.8714241	0.8722483	0.7749212	0.8256856
2022-07-23T23:00	0.8716148	0.8718897	0.8722472	0.8262356	0.8730928	0.869676	0.8729619	0.8250664	0.7740371	0.8730647	0.8482428	0.7739057	0.8701522	0.7656563	0.7649992	0.7653273	0.7660504	0.8718179	0.8712598	0.8722922	0.8256713	0.761314	0.8710846	0.8482858	0.7617629	0.7660183	0.7613057	0.7613908	0.8482578	0.8257499	0.8262139	0.8257123	0.7740676	0.8711077	0.7602642	0.8718135	0.7653156	0.8697887	0.7594988	0.8703434	0.7613371	0.8698753	0.8720244	0.8697624	0.8710908	0.871915	0.7740488	0.8253523
2022-07-24T00:00	0.8712814	0.8715564	0.8719138	0.8259022	0.8727595	0.8693427	0.8726286	0.8247331	0.7731691	0.8727314	0.8479095	0.7730383	0.8698189	0.7648301	0.7641763	0.7645027	0.7652222	0.8714846	0.8709264	0.8719588	0.825338	0.7605094	0.8707512	0.8479525	0.7609561	0.7651903	0.7605012	0.7605858	0.8479245	0.8254166	0.8258806	0.8253789	0.7731994	0.8707743	0.7594649	0.8714801	0.7644911	0.8694554	0.7587033	0.87001	0.7605325	0.869542	0.8716911	0.869429	0.8707575	0.8715817	0.7731807	0.8250189
2022-07-24T01:00	0.8709481	0.8712231	0.8715805	0.8255689	0.8724261	0.8690094	0.8722953	0.8243997	0.7723054	0.872398	0.8475762	0.7721753	0.8694856	0.764008	0.7633575	0.7636823	0.7643981	0.8711513	0.8705931	0.8716255	0.8250047	0.7597089	0.8704179	0.8476191	0.7601533	0.7643664	0.7597007	0.7597849	0.8475912	0.8250832	0.8255473	0.8250456	0.7723356	0.870441	0.7586696	0.8711468	0.7636707	0.869122	0.7579118	0.8696767	0.7597318	0.8692086	0.8713577	0.8690957	0.8704241	0.8712483	0.772317	0.8246856
2022-07-24T02:00	0.8706148	0.8708897	0.8712472	0.8252356	0.8720928	0.868676	0.8719619	0.8240664	0.771446	0.8720647	0.8472428	0.7713166	0.8691522	0.76319	0.7625427	0.7628659	0.7635782	0.8708179	0.8702598	0.8712922	0.8246713	0.7589123	0.8700846	0.8472858	0.7593546	0.7635466	0.7589042	0.758988	0.8472578	0.8247499	0.8252139	0.8247123	0.7714761	0.8701077	0.7578782	0.8708135	0.7628544	0.8687887	0.7571242	0.8693434	0.7589351	0.8688753	0.8710244	0.8687624	0.8700908	0.870915	0.7714576	0.8243523
2022-07-24T03:00	0.8702814	0.8705564	0.8709138	0.8249022	0.8717595	0.8683427	0.8716286	0.8237331	0.7705909	0.8717314	0.8469095	0.7704621	0.8688189	0.7623761	0.761732	0.7620536	0.7627624	0.8704846	0.8699264	0.8709588	0.824338	0.7581198	0.8697512	0.8469525	0.7585598	0.7627309	0.7581117	0.758195	0.8469245	0.8244166	0.8248806	0.8243789	0.7706208	0.8697743	0.7570908	0.8704801	0.7620422	0.8684554	0.7563405	0.86901	0.7581425	0.868542	0.8706911	0.868429	0.8697575	0.8705817	0.7706024	0.8240189
2022-07-24T04:00	0.8699481	0.8702231	0.8705805	0.8245689	0.8714261	0.8680094	0.8712953	0.8233997	0.7697401	0.871398	0.8465762	0.769612	0.8684856	0.7615662	0.7609254	0.7612454	0.7619506	0.8701513	0.8695931	0.8706255	0.8240047	0.7573311	0.8694179	0.8466191	0.757769	0.7619193	0.7573231	0.757406	0.8465912	0.8240832	0.8245473	0.8240456	0.7697698	0.869441	0.7563073	0.8701468	0.761234	0.868122	0.7555608	0.8686767	0.7573537	0.8682086	0.8703577	0.8680957	0.8694241	0.8702483	0.7697515	0.8236856
2022-07-24T05:00	0.8696148	0.8698897	0.8702472	0.8242356	0.8710928	0.867676	0.8709619	0.8230664	0.7688935	0.8710647	0.8462428	0.768766	0.8681522	0.7607604	0.7601228	0.7604411	0.7611428	0.8698179	0.8692598	0.8702922	0.8236713	0.7565464	0.8690846	0.8462858	0.7569821	0.7611117	0.7565384	0.756621	0.8462578	0.8237499	0.8242139	0.8237123	0.7689231	0.8691077	0.7555277	0.8698135	0.7604298	0.8677887	0.7547849	0.8683434	0.7565689	0.8678753	0.8700244	0.8677624	0.8690908	0.869915	0.7689049	0.8233523
2022-07-24T06:00	0.8692814	0.8695564	0.8699138	0.8239022	0.8707595	0.8673427	0.8706286	0.8227331	0.7680512	0.8707314	0.8459095	0.7679243	0.8678189	0.7599586	0.7593242	0.7596409	0.7603391	0.8694846	0.8689264	0.8699588	0.823338	0.7557657	0.8687512	0.8459525	0.7561991	0.7603082	0.7557577	0.7558398	0.8459245	0.8234166	0.8238806	0.8233789	0.7680806	0.8687743	0.754752	0.8694801	0.7596297	0.8674554	0.7540129	0.86801	0.755788	0.867542	0.8696911	0.867429	0.8687575	0.8695817	0.7680625	0.8230189
2022-07-24T07:00	0.8689481	0.8692231	0.8695805	0.8235689	0.8704261	0.8670094	0.8702953	0.8223997	0.767213	0.870398	0.8455762	0.7670868	0.8674856	0.7591608	0.7585295	0.7588447	0.7595394	0.8691513	0.8685931	0.8696255	0.8230047	0.7549888	0.8684179	0.8456191	0.7554201	0.7595086	0.7549809	0.7550626	0.8455912	0.8230832	0.8235473	0.8230456	0.7672423	0.868441	0.7539802	0.8691468	0.7588335	0.867122	0.7532448	0.8676767	0.755011	0.8672086	0.8693577	0.8670957	0.8684241	0.8692483	0.7672243	0.8226856
2022-07-24T08:00	0.8686148	0.8688897	0.8692472	0.8232356	0.8700928	0.866676	0.8699619	0.8220664	0.766379	0.8700647	0.8452428	0.7662534	0.8671522	0.758367	0.7577389	0.7580525	0.7587437	0.8688179	0.8682598	0.8692922	0.8226713	0.7542158	0.8680846	0.8452858	0.7546449	0.7587131	0.7542079	0.7542892	0.8452578	0.8227499	0.8232139	0.8227123	0.7664082	0.8681077	0.7532122	0.8688135	0.7580413	0.8667887	0.7524805	0.8673434	0.7542379	0.8668753	0.8690244	0.8667624	0.8680908	0.868915	0.7663902	0.8223523
2022-07-24T09:00	0.8682814	0.8685564	0.8689138	0.8229022	0.8697595	0.8663427	0.8696286	0.8217331	0.7655492	0.8697314	0.8449095	0.7654242	0.8668189	0.7575772	0.7569521	0.7572642	0.757952	0.8684846	0.8679264	0.8689588	0.822338	0.7534466	0.8677512	0.8449525	0.7538736	0.7579215	0.7534388	0.7535197	0.8449245	0.8224166	0.8228806	0.8223789	0.7655782	0.8677743	0.7524481	0.8684801	0.7572531	0.8664554	0.75172	0.86701	0.7534686	0.866542	0.8686911	0.866429	0.8677575	0.8685817	0.7655604	0.8220189
2022-07-24T10:00	0.8679481	0.8682231	0.8685805	0.8225689	0.8694261	0.8660094	0.8692953	0.8213997	0.7647235	0.869398	0.8445762	0.7645992	0.8664856	0.7567912	0.7561693	0.7564798	0.7571642	0.8681513	0.8675931	0.8686255	0.8220047	0.7526813	0.8674179	0.8446191	0.7531062	0.7571338	0.7526735	0.752754	0.8445912	0.8220832	0.8225473	0.8220456	0.7647524	0.867441	0.7516877	0.8681468	0.7564688	0.866122	0.7509633	0.8666767	0.7527032	0.8662086	0.8683577	0.8660957	0.8674241	0.8682483	0.7647346	0.8216856
2022-07-24T11:00	0.8676148	0.8678897	0.8682472	0.8222356	0.8690928	0.865676	0.8689619	0.8210664	0.763902	0.8690647	0.8442428	0.7637782	0.8661522	0.7560092	0.7553904	0.7556994	0.7563804	0.8678179	0.8672598	0.8682922	0.8216713	0.7519198	0.8670846	0.8442858	0.7523426	0.7563501	0.751912	0.7519921	0.8442578	0.8217499	0.8222139	0.8217123	0.7639307	0.8671077	0.7509312	0.8678135	0.7556884	0.8657887	0.7502103	0.8663434	0.7519416	0.8658753	0.8680244	0.8657624	0.8670908	0.867915	0.763913	0.8213523
2022-07-24T12:00	0.8672814	0.8675564	0.8679138	0.8219022	0.8687595	0.8653427	0.8686286	0.8207331	0.7630845	0.8687314	0.8439095	0.7629614	0.8658189	0.7552311	0.7546154	0.7549228	0.7556004	0.8674846	0.8669264	0.8679588	0.821338	0.7511621	0.8667512	0.8439525	0.7515828	0.7555703	0.7511544	0.751234	0.8439245	0.8214166	0.8218806	0.8213789	0.7631131	0.8667743	0.7501784	0.8674801	0.7549119	0.8654554	0.7494612	0.86601	0.7511838	0.865542	0.8676911	0.865429	0.8667575	0.8675817	0.7630955	0.8210189
2022-07-24T13:00	0.8669481	0.8672231	0.8675805	0.8215689	0.8684261	0.8650094	0.8682953	0.8203997	0.7622711	0.868398	0.8435762	0.7621486	0.8654856	0.7544569	0.7538443	0.7541502	0.7548243	0.8671513	0.8665931	0.8676255	0.8210047	0.7504082	0.8664179	0.8436191	0.7508267	0.7547944	0.7504005	0.7504798	0.8435912	0.8210832	0.8215473	0.8210456	0.7622995	0.866441	0.7494294	0.8671468	0.7541393	0.865122	0.7487157	0.8656767	0.7504298	0.8652086	0.8673577	0.8650957	0.8664241	0.8672483	0.762282	0.8206856
2022-07-24T14:00	0.8666148	0.8668897	0.8672472	0.8212356	0.8680928	0.864676	0.8679619	0.8200664	0.7614618	0.8680647	0.8432428	0.7613399	0.8651522	0.7536866	0.753077	0.7533813	0.7540522	0.8668179	0.8662598	0.8672922	0.8206713	0.749658	0.8660846	0.8432858	0.7500745	0.7540224	0.7496503	0.7497292	0.8432578	0.8207499	0.8212139	0.8207123	0.7614901	0.8661077	0.7486841	0.8668135	0.7533705	0.8647887	0.747974	0.8653434	0.7496795	0.8648753	0.8670244	0.8647624	0.8660908	0.866915	0.7614727	0.8203523
2022-07-24T15:00	0.8662814	0.8665564	0.8669138	0.8209022	0.8677595	0.8643427	0.8676286	0.8197331	0.7606565	0.8677314	0.8429095	0.7605352	0.8648189	0.75292	0.7523135	0.7526163	0.7532838	0.8664846	0.8659264	0.8669588	0.820338	0.7489116	0.8657512	0.8429525	0.749326	0.7532542	0.748904	0.7489825	0.8429245	0.8204166	0.8208806	0.8203789	0.7606846	0.8657743	0.7479425	0.8664801	0.7526056	0.8644554	0.747236	0.86501	0.748933	0.864542	0.8666911	0.864429	0.8657575	0.8665817	0.7606673	0.8200189
2022-07-24T16:00	0.8659481	0.8662231	0.8665805	0.8205689	0.8674261	0.8640094	0.8672953	0.8193997	0.7598552	0.867398	0.8425762	0.7597345	0.8644856	0.7521574	0.7515538	0.7518552	0.7525193	0.8661513	0.8655931	0.8666255	0.8200047	0.7481689	0.8654179	0.8426191	0.7485812	0.7524898	0.7481613	0.7482394	0.8425912	0.8200832	0.8205473	0.8200456	0.7598832	0.865441	0.7472047	0.8661468	0.7518444	0.864122	0.7465016	0.8646767	0.7481901	0.8642086	0.8663577	0.8640957	0.8654241	0.8662483	0.759866	0.8196856
2022-07-24T17:00	0.8656148	0.8658897	0.8662472	0.8202356	0.8670928	0.863676	0.8669619	0.8190664	0.7590579	0.8670647	0.8422428	0.7589378	0.8641522	0.7513985	0.750798	0.7510978	0.7517586	0.8658179	0.8652598	0.8662922	0.8196713	0.7474299	0.8650846	0.8422858	0.7478402	0.7517293	0.7474223	0.7475001	0.8422578	0.8197499	0.8202139	0.8197123	0.7590858	0.8651077	0.7464705	0.8658135	0.7510871	0.8637887	0.745771	0.8643434	0.747451	0.8638753	0.8660244	0.8637624	0.8650908	0.865915	0.7590686	0.8193523
2022-07-24T18:00	0.8652814	0.8655564	0.8659138	0.8199022	0.8667595	0.8633427	0.8666286	0.8187331	0.7582646	0.8667314	0.8419095	0.7581451	0.8638189	0.7506434	0.7500458	0.7503442	0.7510017	0.8654846	0.8649264	0.8659588	0.819338	0.7466946	0.8647512	0.8419525	0.7471028	0.7509725	0.7466871	0.7467644	0.8419245	0.8194166	0.8198806	0.8193789	0.7582924	0.8647743	0.74574	0.8654801	0.7503336	0.8634554	0.7450439	0.86401	0.7467156	0.863542	0.8656911	0.863429	0.8647575	0.8655817	0.7582753	0.8190189
2022-07-24T19:00	0.8649481	0.8652231	0.8655805	0.8195689	0.8664261	0.8630094	0.8662953	0.8183997	0.7574753	0.866398	0.8415762	0.7573564	0.8634856	0.749892	0.7492975	0.7495943	0.7502486	0.8651513	0.8645931	0.8656255	0.8190047	0.7459629	0.8644179	0.8416191	0.7463691	0.7502196	0.7459555	0.7460324	0.8415912	0.8190832	0.8195473	0.8190456	0.7575029	0.864441	0.7450131	0.8651468	0.7495838	0.863122	0.7443205	0.8636767	0.7459839	0.8632086	0.8653577	0.8630957	0.8644241	0.8652483	0.7574859	0.8186856
2022-07-24T20:00	0.8646148	0.8648897	0.8652472	0.8192356	0.8660928	0.862676	0.8659619	0.8180664	0.7566899	0.8660647	0.8412428	0.7565716	0.8631522	0.7491444	0.7485529	0.7488482	0.7494992	0.8648179	0.8642598	0.8652922	0.8186713	0.7452349	0.8640846	0.8412858	0.7456391	0.7494703	0.7452275	0.7453041	0.8412578	0.8187499	0.8192139	0.8187123	0.7567173	0.8641077	0.7442898	0.8648135	0.7488377	0.8627887	0.7436007	0.8633434	0.7452558	0.8628753	0.8650244	0.8627624	0.8640908	0.864915	0.7567004	0.8183523
2022-07-24T21:00	0.8642814	0.8645564	0.8649138	0.8189022	0.8657595	0.8623427	0.8656286	0.8177331	0.7559084	0.8657314	0.8409095	0.7557907	0.8628189	0.7484006	0.747812	0.7481058	0.7487536	0.8644846	0.8639264	0.8649588	0.818338	0.7445106	0.8637512	0.8409525	0.7449127	0.7487248	0.7445032	0.7445794	0.8409245	0.8184166	0.8188806	0.8183789	0.7559357	0.8637743	0.7435702	0.8644801	0.7480954	0.8624554	0.7428845	0.86301	0.7445313	0.862542	0.8646911	0.862429	0.8637575	0.8645817	0.7559189	0.8180189
2022-07-24T22:00	0.8639481	0.8642231	0.8645805	0.8185689	0.8654261	0.8620094	0.8652953	0.8173997	0.7551308	0.865398	0.8405762	0.7550137	0.8624856	0.7476604	0.7470747	0.7473672	0.7480117	0.8641513	0.8635931	0.8646255	0.8180047	0.7437898	0.8634179	0.8406191	0.74419	0.7479831	0.7437825	0.7438583	0.8405912	0.8180832	0.8185473	0.8180456	0.755158	0.863441	0.7428541	0.8641468	0.7473567	0.862122	0.7421719	0.8626767	0.7438105	0.8622086	0.8643577	0.8620957	0.8634241	0.8642483	0.7551412	0.8176856
2022-07-24T23:00	0.8636148	0.8638897	0.8642472	0.8182356	0.8650928	0.861676	0.8649619	0.8170664	0.7543571	0.8650647	0.8402428	0.7542405	0.8621522	0.746924	0.7463412	0.7466322	0.7472735	0.8638179	0.8632598	0.8642922	0.8176713	0.7430727	0.8630846	0.8402858	0.7434708	0.747245	0.7430654	0.7431408	0.8402578	0.8177499	0.8182139	0.8177123	0.7543841	0.8631077	0.7421416	0.8638135	0.7466218	0.8617887	0.7414628	0.8623434	0.7430932	0.8618753	0.8640244	0.8617624	0.8630908	0.863915	0.7543675	0.8173523
2022-07-25T00:00	0.8632814	0.8635564	0.8639138	0.8179022	0.8647595	0.8613427	0.8646286	0.8167331	0.7535872	0.8647314	0.8399095	0.7534712	0.8618189	0.7461912	0.7456113	0.7459008	0.7465389	0.8634846	0.8629264	0.8639588	0.817338	0.7423591	0.8627512	0.8399525	0.7427553	0.7465106	0.7423518	0.7424269	0.8399245	0.8174166	0.8178806	0.8173789	0.7536141	0.8627743	0.7414327	0.8634801	0.7458905	0.8614554	0.7407572	0.86201	0.7423795	0.861542	0.8636911	0.861429	0.8627575	0.8635817	0.7535975	0.8170189
2022-07-25T01:00	0.8629481	0.8632231	0.8635805	0.8175689	0.8644261	0.8610094	0.8642953	0.8163997	0.7528212	0.864398	0.8395762	0.7527058	0.8614856	0.745462	0.7448851	0.7451732	0.7458081	0.8631513	0.8625931	0.8636255	0.8170047	0.7416491	0.8624179	0.8396191	0.7420433	0.7457799	0.7416418	0.7417165	0.8395912	0.8170832	0.8175473	0.8170456	0.752848	0.862441	0.7407273	0.8631468	0.7451629	0.861122	0.7400552	0.8616767	0.7416694	0.8612086	0.8633577	0.8610957	0.8624241	0.8632483	0.7528315	0.8166856
2022-07-25T02:00	0.8626148	0.8628897	0.8632472	0.8172356	0.8640928	0.860676	0.8639619	0.8160664	0.7524878	0.8640647	0.8392428	0.7523725	0.8611522	0.7447366	0.7441625	0.7444491	0.7450809	0.8628179	0.8622598	0.8632922	0.8166713	0.7409426	0.8620846	0.8392858	0.7413348	0.7450528	0.7409354	0.7410097	0.8392578	0.8167499	0.8172139	0.8167123	0.7525146	0.8621077	0.7400254	0.8628135	0.7444389	0.8607887	0.7393567	0.8613434	0.7409628	0.8608753	0.8630244	0.8607624	0.8620908	0.862915	0.7524981	0.8163523
2022-07-25T03:00	0.8622814	0.8625564	0.8629138	0.8169022	0.8637595	0.8603427	0.8636286	0.8157331	0.7521545	0.8637314	0.8389095	0.7520391	0.8608189	0.7440147	0.7434435	0.7437287	0.7443573	0.8624846	0.8619264	0.8629588	0.816338	0.7402396	0.8617512	0.8389525	0.7406299	0.7443294	0.7402325	0.7403064	0.8389245	0.8164166	0.8168806	0.8163789	0.7521813	0.8617743	0.739327	0.8624801	0.7437185	0.8604554	0.7386616	0.86101	0.7402598	0.860542	0.8626911	0.860429	0.8617575	0.8625817	0.7521648	0.8160189
2022-07-25T04:00	0.8619481	0.8622231	0.8625805	0.8165689	0.8634261	0.8600094	0.8632953	0.8153997	0.7518212	0.863398	0.8385762	0.7517058	0.8604856	0.7432964	0.742728	0.7430118	0.7436373	0.8621513	0.8615931	0.8626255	0.8160047	0.7395402	0.8614179	0.8386191	0.7399285	0.7436095	0.7395331	0.7396066	0.8385912	0.8160832	0.8165473	0.8160456	0.751848	0.861441	0.7386321	0.8621468	0.7430017	0.860122	0.73797	0.8606767	0.7395602	0.8602086	0.8623577	0.8600957	0.8614241	0.8622483	0.7518315	0.8156856
2022-07-25T05:00	0.8616148	0.8618897	0.8622472	0.8162356	0.8630928	0.859676	0.8629619	0.8150664	0.7514878	0.8630647	0.8382428	0.7513725	0.8601522	0.7425817	0.7420162	0.7422985	0.7429209	0.8618179	0.8612598	0.8622922	0.8156713	0.7388442	0.8610846	0.8382858	0.7392306	0.7428933	0.7388371	0.7389103	0.8382578	0.8157499	0.8162139	0.8157123	0.7515146	0.8611077	0.7379407	0.8618135	0.7422885	0.8597887	0.7372819	0.8603434	0.7388642	0.8598753	0.8620244	0.8597624	0.8610908	0.861915	0.7514981	0.8153523
2022-07-25T06:00	0.8612814	0.8615564	0.8619138	0.8159022	0.8627595	0.8593427	0.8626286	0.8147331	0.7511545	0.8627314	0.8379095	0.7510391	0.8598189	0.7418706	0.7413079	0.7415888	0.7422081	0.8614846	0.8609264	0.8619588	0.815338	0.7381517	0.8607512	0.8379525	0.7385362	0.7421806	0.7381447	0.7382175	0.8379245	0.8154166	0.8158806	0.8153789	0.7511813	0.8607743	0.7372527	0.8614801	0.7415788	0.8594554	0.7365972	0.86001	0.7381716	0.859542	0.8616911	0.859429	0.8607575	0.8615817	0.7511648	0.8150189
2022-07-25T07:00	0.8609481	0.8612231	0.8615805	0.8155689	0.8624261	0.8590094	0.8622953	0.8143997	0.7508212	0.862398	0.8375762	0.7507058	0.8594856	0.741163	0.7406031	0.7408826	0.7414988	0.8611513	0.8605931	0.8616255	0.8150047	0.7374627	0.8604179	0.8376191	0.7378453	0.7414714	0.7374557	0.7375282	0.8375912	0.8150832	0.8155473	0.8150456	0.750848	0.860441	0.7365682	0.8611468	0.7408727	0.859122	0.7359159	0.8596767	0.7374824	0.8592086	0.8613577	0.8590957	0.8604241	0.8612483	0.7508315	0.8146856
2022-07-25T08:00	0.8606148	0.8608897	0.8612472	0.8152356	0.8620928	0.858676	0.8619619	0.8140664	0.7504878	0.8620647	0.8372428	0.7503725	0.8591522	0.7404589	0.7399018	0.74018	0.7407931	0.8608179	0.8602598	0.8612922	0.8146713	0.7367771	0.8600846	0.8372858	0.7371578	0.7407659	0.7367701	0.7368422	0.8372578	0.8147499	0.8152139	0.8147123	0.7505146	0.8601077	0.735887	0.8608135	0.7401701	0.8587887	0.7352381	0.8593434	0.7367967	0.8588753	0.8610244	0.8587624	0.8600908	0.860915	0.7504981	0.8143523
2022-07-25T09:00	0.8602814	0.8605564	0.8609138	0.8149022	0.8617595	0.8583427	0.8616286	0.8137331	0.7501545	0.8617314	0.8369095	0.7500391	0.8588189	0.7397584	0.7392041	0.7394808	0.7400909	0.8604846	0.8599264	0.8609588	0.814338	0.7360949	0.8597512	0.8369525	0.7364737	0.7400638	0.736088	0.7361597	0.8369245	0.8144166	0.8148806	0.8143789	0.7501813	0.8597743	0.7352093	0.8604801	0.739471	0.8584554	0.7345636	0.85901	0.7361145	0.858542	0.8606911	0.858429	0.8597575	0.8605817	0.7501648	0.8140189
2022-07-25T10:00	0.8599481	0.8602231	0.8605805	0.8145689	0.8614261	0.8580094	0.8612953	0.8133997	0.7498212	0.861398	0.8365762	0.7497058	0.8584856	0.7390613	0.7385098	0.7387852	0.7393922	0.8601513	0.8595931	0.8606255	0.8140047	0.7354162	0.8594179	0.8366191	0.735793	0.7393652	0.7354092	0.7354806	0.8365912	0.8140832	0.8145473	0.8140456	0.749848	0.859441	0.7345349	0.8601468	0.7387754	0.858122	0.7338924	0.8586767	0.7354356	0.8582086	0.8603577	0.8580957	0.8594241	0.8602483	0.7498315	0.8136856
2022-07-25T11:00	0.8596148	0.8598897	0.8602472	0.8142356	0.8610928	0.857676	0.8609619	0.8130664	0.7494878	0.8610647	0.8362428	0.7493725	0.8581522	0.7383678	0.737819	0.738093	0.7386969	0.8598179	0.8592598	0.8602922	0.8136713	0.7347408	0.8590846	0.8362858	0.7351157	0.7386701	0.7347339	0.7348049	0.8362578	0.8137499	0.8142139	0.8137123	0.7495146	0.8591077	0.7338639	0.8598135	0.7380832	0.8577887	0.7332246	0.8583434	0.7347601	0.8578753	0.8600244	0.8577624	0.8590908	0.859915	0.7494981	0.8133523
2022-07-25T12:00	0.8592814	0.8595564	0.8599138	0.8139022	0.8607595	0.8573427	0.8606286	0.8127331	0.7491545	0.8607314	0.8359095	0.7490391	0.8578189	0.7376777	0.7371316	0.7374042	0.7380052	0.8594846	0.8589264	0.8599588	0.813338	0.7340687	0.8587512	0.8359525	0.7344418	0.7379785	0.7340619	0.7341326	0.8359245	0.8134166	0.8138806	0.8133789	0.7491813	0.8587743	0.7331963	0.8594801	0.7373945	0.8574554	0.7325602	0.85801	0.734088	0.857542	0.8596911	0.857429	0.8587575	0.8595817	0.7491648	0.8130189
2022-07-25T13:00	0.8589481	0.8592231	0.8595805	0.8135689	0.8604261	0.8570094	0.8602953	0.8123997	0.7488212	0.860398	0.8355762	0.7487058	0.8574856	0.736991	0.7364476	0.7367189	0.7373169	0.8591513	0.8585931	0.8596255	0.8130047	0.7334001	0.8584179	0.8356191	0.7337713	0.7372903	0.7333933	0.7334636	0.8355912	0.8130832	0.8135473	0.8130456	0.748848	0.858441	0.732532	0.8591468	0.7367093	0.857122	0.731899	0.8576767	0.7334192	0.8572086	0.8593577	0.8570957	0.8584241	0.8592483	0.7488315	0.8126856
2022-07-25T14:00	0.8586148	0.8588897	0.8592472	0.8132356	0.8600928	0.856676	0.8599619	0.8120664	0.7484878	0.8600647	0.8352428	0.7483725	0.8571522	0.7363078	0.7357671	0.736037	0.736632	0.8588179	0.8582598	0.8592922	0.8126713	0.7327347	0.8580846	0.8352858	0.7331041	0.7366056	0.732728	0.7327979	0.8352578	0.8127499	0.8132139	0.8127123	0.7485146	0.8581077	0.731871	0.8588135	0.7360274	0.8567887	0.7312412	0.8573434	0.7327538	0.8568753	0.8590244	0.8567624	0.8580908	0.858915	0.7484981	0.8123523
2022-07-25T15:00	0.8582814	0.8585564	0.8589138	0.8129022	0.8597595	0.8563427	0.8596286	0.8117331	0.7481545	0.8597314	0.8349095	0.7480391	0.8568189	0.7356279	0.73509	0.7353585	0.7359505	0.8584846	0.8579264	0.8589588	0.812338	0.7320727	0.8577512	0.8349525	0.7324403	0.7359243	0.732066	0.7321356	0.8349245	0.8124166	0.8128806	0.8123789	0.7481813	0.8577743	0.7312133	0.8584801	0.735349	0.8564554	0.7305866	0.85701	0.7320917	0.856542	0.8586911	0.856429	0.8577575	0.8585817	0.7481648	0.8120189
2022-07-25T16:00	0.8579481	0.8582231	0.8585805	0.8125689	0.8594261	0.8560094	0.8592953	0.8113997	0.7478212	0.859398	0.8345762	0.7477058	0.8564856	0.7349515	0.7344162	0.7346834	0.7352725	0.8581513	0.8575931	0.8586255	0.8120047	0.731414	0.8574179	0.8346191	0.7317797	0.7352463	0.7314073	0.7314766	0.8345912	0.8120832	0.8125473	0.8120456	0.747848	0.857441	0.7305588	0.8581468	0.7346739	0.856122	0.7299353	0.8566767	0.7314329	0.8562086	0.8583577	0.8560957	0.8574241	0.8582483	0.7478315	0.8116856
2022-07-25T17:00	0.8576148	0.8578897	0.8582472	0.8122356	0.8590928	0.855676	0.8589619	0.8110664	0.7474878	0.8590647	0.8342428	0.7473725	0.8561522	0.7342784	0.7337458	0.7340117	0.7345978	0.8578179	0.8572598	0.8582922	0.8116713	0.7307586	0.8570846	0.8342858	0.7311225	0.7345718	0.7307519	0.7308208	0.8342578	0.8117499	0.8122139	0.8117123	0.7475146	0.8571077	0.7299077	0.8578135	0.7340022	0.8557887	0.7292872	0.8563434	0.7307773	0.8558753	0.8580244	0.8557624	0.8570908	0.857915	0.7474981	0.8113523
2022-07-25T18:00	0.8572814	0.8575564	0.8579138	0.8119022	0.8587595	0.8553427	0.8586286	0.8107331	0.7471545	0.8587314	0.8339095	0.7470391	0.8558189	0.7336087	0.7330787	0.7333433	0.7339265	0.8574846	0.8569264	0.8579588	0.811338	0.7301064	0.8567512	0.8339525	0.7304685	0.7339006	0.7300998	0.7301684	0.8339245	0.8114166	0.8118806	0.8113789	0.7471813	0.8567743	0.7292597	0.8574801	0.7333339	0.8554554	0.7286424	0.85601	0.7301251	0.855542	0.8576911	0.855429	0.8567575	0.8575817	0.7471648	0.8110189
